nl,nl_template,sql,sql_template
How many people were treated with Digoxin dosage lesser than 1.5,How many people were treated with TREATMENT_1 dosage lesser than NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 1.5,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were treated with Digoxin dosage lesser than 4.9,How many people were treated with TREATMENT_1 dosage lesser than NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 4.9,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were treated with Digoxin dosage lesser than 3.54,How many people were treated with TREATMENT_1 dosage lesser than NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 3.54,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Januvia lesser than 1.5,How many people were administered TREATMENT_1 lesser than NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) < 1.5,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Januvia lesser than 4.9,How many people were administered TREATMENT_1 lesser than NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) < 4.9,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Januvia lesser than 3.54,How many people were administered TREATMENT_1 lesser than NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) < 3.54,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Digoxin lesser than 1.5,How many people were administered TREATMENT_1 lesser than NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 1.5,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Digoxin lesser than 4.9,How many people were administered TREATMENT_1 lesser than NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 4.9,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Digoxin lesser than 3.54,How many people were administered TREATMENT_1 lesser than NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 3.54,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Januvia dosage below 1.5,How many people were administered TREATMENT_1 dosage below NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) < 1.5,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Januvia dosage below 4.9,How many people were administered TREATMENT_1 dosage below NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) < 4.9,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Januvia dosage below 3.54,How many people were administered TREATMENT_1 dosage below NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) < 3.54,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Digoxin dosage below 1.5,How many people were administered TREATMENT_1 dosage below NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 1.5,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Digoxin dosage below 4.9,How many people were administered TREATMENT_1 dosage below NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 4.9,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were administered Digoxin dosage below 3.54,How many people were administered TREATMENT_1 dosage below NUMERIC_1,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 3.54,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were given Januvia dosage below 1.5 in the hospital,How many people were given TREATMENT_1 dosage below NUMERIC_1 in the hospital,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) < 1.5,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were given Januvia dosage below 4.9 in the hospital,How many people were given TREATMENT_1 dosage below NUMERIC_1 in the hospital,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) < 4.9,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were given Januvia dosage below 3.54 in the hospital,How many people were given TREATMENT_1 dosage below NUMERIC_1 in the hospital,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) < 3.54,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were given Digoxin dosage below 1.5 in the hospital,How many people were given TREATMENT_1 dosage below NUMERIC_1 in the hospital,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 1.5,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were given Digoxin dosage below 4.9 in the hospital,How many people were given TREATMENT_1 dosage below NUMERIC_1 in the hospital,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 4.9,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were given Digoxin dosage below 3.54 in the hospital,How many people were given TREATMENT_1 dosage below NUMERIC_1 in the hospital,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) < 3.54,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) < NUMERIC_1
How many people were treated with Januvia dosage between 10 and 49,How many people were treated with TREATMENT_1 dosage between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) > 10 and cast(dose_val_rx as float) < 49,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were treated with Digoxin dosage between 10 and 49,How many people were treated with TREATMENT_1 dosage between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) > 10 and cast(dose_val_rx as float) < 49,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were treated with Januvia dosage between 30 and 79,How many people were treated with TREATMENT_1 dosage between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) > 30 and cast(dose_val_rx as float) < 79,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were treated with Digoxin dosage between 30 and 79,How many people were treated with TREATMENT_1 dosage between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) > 30 and cast(dose_val_rx as float) < 79,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were administered Januvia between 10 and 49,How many people were administered TREATMENT_1 between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) > 10 and cast(dose_val_rx as float) < 49,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were administered Digoxin between 10 and 49,How many people were administered TREATMENT_1 between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) > 10 and cast(dose_val_rx as float) < 49,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were administered Januvia between 30 and 79,How many people were administered TREATMENT_1 between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) > 30 and cast(dose_val_rx as float) < 79,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were administered Digoxin between 30 and 79,How many people were administered TREATMENT_1 between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) > 30 and cast(dose_val_rx as float) < 79,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were administered Januvia dosage between 10 and 49,How many people were administered TREATMENT_1 dosage between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) > 10 and cast(dose_val_rx as float) < 49,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were administered Digoxin dosage between 10 and 49,How many people were administered TREATMENT_1 dosage between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Digoxin%' and cast(dose_val_rx as float) > 10 and cast(dose_val_rx as float) < 49,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
How many people were administered Januvia dosage between 30 and 79,How many people were administered TREATMENT_1 dosage between NUMERIC_1 and NUMERIC_2,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%Januvia%' and cast(dose_val_rx as float) > 30 and cast(dose_val_rx as float) < 79,select count(distinct subject_id) from PRESCRIPTIONS where drug like '%TREATMENT_1%' and cast(dose_val_rx as float) > NUMERIC_1 and cast(dose_val_rx as float) < NUMERIC_2
